"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"23-May-2024","EQ","462.50","468.00","461.75","461.30","465.85","465.80","465.85","545.90","375.05","65,85,666","3,06,79,41,496.35","1,09,706"
"22-May-2024","EQ","462.90","463.45","458.85","460.90","461.35","461.30","460.99","545.90","375.05","38,82,942","1,78,99,85,123.85","75,978"
"21-May-2024","EQ","463.00","464.80","459.70","462.55","460.60","460.90","461.91","545.90","375.05","42,33,724","1,95,56,15,977.05","91,428"
"18-May-2024","EQ","460.70","463.15","459.15","461.00","462.80","462.55","462.14","545.90","375.05","4,39,806","20,32,51,846.75","9,611"
"17-May-2024","EQ","464.40","464.40","460.05","464.45","461.15","461.00","461.45","545.90","375.05","34,38,410","1,58,66,41,333.00","69,648"
"16-May-2024","EQ","462.00","467.50","456.10","458.30","464.00","464.45","462.22","545.90","375.05","73,10,736","3,37,91,92,091.65","1,99,329"
"15-May-2024","EQ","456.35","459.75","454.65","456.35","458.50","458.30","457.55","545.90","375.05","23,96,712","1,09,66,19,531.35","51,332"
"14-May-2024","EQ","452.70","459.90","452.20","451.95","457.00","456.35","456.06","545.90","375.05","24,54,710","1,11,95,04,487.65","50,943"
"13-May-2024","EQ","451.85","453.25","445.00","451.85","452.70","451.95","449.32","545.90","375.05","35,55,804","1,59,76,91,210.15","70,590"
"10-May-2024","EQ","456.05","457.50","450.30","455.90","451.75","451.85","453.02","545.90","375.05","33,27,357","1,50,73,74,022.85","87,956"
"09-May-2024","EQ","461.75","464.40","454.05","463.20","454.95","455.90","459.15","545.90","375.05","46,16,742","2,11,97,64,605.60","1,05,541"
"08-May-2024","EQ","465.00","466.40","461.30","463.90","462.55","463.20","463.75","545.90","375.05","41,02,840","1,90,26,96,372.00","71,059"
"07-May-2024","EQ","461.80","465.35","454.00","458.65","464.65","463.90","460.84","545.90","375.05","46,39,264","2,13,79,62,667.10","88,701"
"06-May-2024","EQ","458.80","462.60","456.00","457.35","458.60","458.65","459.91","545.90","375.05","34,59,063","1,59,08,42,471.05","63,782"
"03-May-2024","EQ","460.40","462.00","453.20","457.40","455.95","457.35","457.47","545.90","375.05","48,65,313","2,22,57,49,257.65","1,08,000"
"02-May-2024","EQ","462.40","463.00","455.45","462.40","457.80","457.40","457.79","545.90","375.05","74,68,638","3,41,90,53,761.55","1,70,531"
"30-Apr-2024","EQ","463.00","466.75","461.50","462.95","462.40","462.40","463.91","545.90","375.05","44,51,478","2,06,50,64,238.45","72,568"
"29-Apr-2024","EQ","467.65","468.00","461.60","464.60","463.30","462.95","463.59","545.90","375.05","36,24,970","1,68,04,89,736.85","68,000"
"26-Apr-2024","EQ","461.90","475.80","461.60","461.00","465.15","464.60","469.20","545.90","370.55","1,07,39,147","5,03,88,08,647.80","1,69,644"
"25-Apr-2024","EQ","458.90","462.55","455.80","459.90","461.65","461.00","460.46","545.90","370.55","59,02,545","2,71,79,00,740.60","1,11,925"
"24-Apr-2024","EQ","463.90","464.65","458.60","462.10","460.95","459.90","461.58","545.90","370.55","29,57,584","1,36,51,54,814.05","58,214"
"23-Apr-2024","EQ","466.80","466.80","460.20","462.00","461.50","462.10","463.14","545.90","370.55","51,61,356","2,39,04,45,963.45","72,015"
"22-Apr-2024","EQ","452.75","466.15","450.00","452.75","461.95","462.00","461.45","545.90","370.55","94,40,870","4,35,64,93,004.90","1,18,309"
"19-Apr-2024","EQ","440.00","453.90","437.00","444.35","452.10","452.75","446.76","545.90","352.00","1,02,35,053","4,57,26,53,452.85","1,51,723"
"18-Apr-2024","EQ","452.50","455.45","442.85","448.35","445.20","444.35","448.85","545.90","352.00","1,09,93,129","4,93,43,08,716.40","1,86,058"
"16-Apr-2024","EQ","453.05","458.50","444.80","459.35","449.00","448.35","451.53","545.90","352.00","1,07,19,712","4,84,02,73,621.50","1,70,099"
"15-Apr-2024","EQ","466.45","468.35","458.20","470.75","458.50","459.35","462.88","545.90","352.00","60,88,236","2,81,81,32,715.95","1,06,295"
"12-Apr-2024","EQ","475.00","480.00","470.00","477.30","471.20","470.75","474.60","545.90","352.00","65,85,023","3,12,52,73,929.60","1,24,860"
"10-Apr-2024","EQ","477.50","479.45","473.10","475.80","477.70","477.30","476.56","545.90","352.00","53,85,767","2,56,66,67,762.60","96,262"
"09-Apr-2024","EQ","483.95","485.25","475.20","479.90","476.20","475.80","480.00","545.90","352.00","79,00,625","3,79,23,12,304.20","94,664"
"08-Apr-2024","EQ","490.00","491.60","478.20","485.05","480.25","479.90","481.97","545.90","352.00","1,33,20,385","6,42,00,41,980.50","1,58,947"
"05-Apr-2024","EQ","486.50","487.15","482.55","487.40","485.00","485.05","485.12","545.90","352.00","32,07,172","1,55,58,58,117.10","67,428"
"04-Apr-2024","EQ","485.80","491.95","479.60","483.20","489.00","487.40","486.02","545.90","352.00","80,02,023","3,88,91,52,033.00","1,33,925"
"03-Apr-2024","EQ","480.00","487.70","475.95","481.20","483.75","483.20","483.26","545.90","352.00","68,97,258","3,33,31,43,126.20","89,528"
"02-Apr-2024","EQ","481.95","482.70","479.60","484.95","481.65","481.20","480.97","545.90","352.00","34,66,327","1,66,71,89,630.65","60,299"
"01-Apr-2024","EQ","483.70","486.40","481.55","480.10","485.10","484.95","484.07","545.90","352.00","30,20,504","1,46,21,49,401.65","54,843"
"28-Mar-2024","EQ","476.70","483.05","475.30","472.30","480.00","480.10","479.46","545.90","352.00","77,27,575","3,70,50,31,323.15","1,16,396"
"27-Mar-2024","EQ","479.70","480.95","471.25","479.85","472.00","472.30","475.86","545.90","352.00","71,60,334","3,40,73,35,199.95","1,32,362"
"26-Mar-2024","EQ","486.00","490.95","479.05","487.10","479.90","479.85","482.46","545.90","352.00","91,36,673","4,40,81,01,326.90","1,35,593"
"22-Mar-2024","EQ","489.25","490.75","479.55","500.45","488.15","487.10","485.76","545.90","352.00","1,43,23,251","6,95,77,32,104.45","2,13,879"
"21-Mar-2024","EQ","499.65","505.30","498.45","493.50","501.00","500.45","501.64","545.90","352.00","58,22,290","2,92,06,74,298.90","1,25,870"
"20-Mar-2024","EQ","496.05","501.25","489.20","494.85","494.10","493.50","494.36","545.90","352.00","41,92,672","2,07,26,97,556.55","93,190"
"19-Mar-2024","EQ","509.00","509.00","493.15","510.20","494.05","494.85","500.12","545.90","352.00","48,08,693","2,40,49,22,101.70","1,00,950"
"18-Mar-2024","EQ","518.00","518.55","509.00","517.00","510.00","510.20","512.48","545.90","352.00","31,96,980","1,63,83,84,109.40","74,628"
"15-Mar-2024","EQ","514.75","518.25","506.40","517.95","515.05","517.00","514.17","545.90","352.00","68,24,543","3,50,89,48,810.80","1,20,822"
"14-Mar-2024","EQ","501.15","518.90","495.15","504.40","516.70","517.95","510.75","545.90","352.00","64,12,736","3,27,52,92,245.50","1,31,382"
"13-Mar-2024","EQ","513.80","518.70","496.80","510.85","503.30","504.40","507.97","545.90","352.00","67,90,240","3,44,92,51,500.10","1,31,621"
"12-Mar-2024","EQ","512.75","522.50","507.75","514.55","510.35","510.85","514.32","545.90","352.00","58,26,380","2,99,66,41,599.75","1,11,713"
"11-Mar-2024","EQ","517.40","518.95","512.30","515.50","513.35","514.55","515.88","545.90","352.00","55,65,756","2,87,12,72,596.85","1,00,543"
"07-Mar-2024","EQ","513.75","520.40","510.50","513.15","514.40","515.50","515.79","545.90","352.00","48,53,991","2,50,36,34,427.65","90,688"
"06-Mar-2024","EQ","513.70","514.85","500.00","513.30","513.70","513.15","507.30","545.90","352.00","55,45,961","2,81,34,60,342.15","1,06,018"
"05-Mar-2024","EQ","517.75","520.50","510.65","520.50","512.95","513.30","514.68","545.90","352.00","52,60,774","2,70,75,97,916.35","1,02,449"
"04-Mar-2024","EQ","522.95","526.40","518.55","522.85","520.45","520.50","522.04","545.90","352.00","28,31,185","1,47,79,78,691.80","70,787"
"02-Mar-2024","EQ","523.45","524.80","522.00","519.10","523.00","522.85","523.18","545.90","352.00","3,40,134","17,79,52,735.70","8,551"
"01-Mar-2024","EQ","522.40","525.20","517.55","518.60","519.25","519.10","519.93","545.90","352.00","47,10,315","2,44,90,24,179.70","1,01,604"
"29-Feb-2024","EQ","517.30","524.25","513.20","517.70","521.00","518.60","518.18","545.90","352.00","72,31,382","3,74,71,58,471.15","1,26,016"
"28-Feb-2024","EQ","530.00","530.95","515.00","531.45","515.80","517.70","522.69","545.90","352.00","63,94,528","3,34,23,69,685.30","1,54,136"
"27-Feb-2024","EQ","534.00","537.40","527.55","532.90","531.10","531.45","532.40","545.90","352.00","51,99,630","2,76,82,62,998.75","1,06,972"
"26-Feb-2024","EQ","536.25","536.50","526.05","536.15","531.50","532.90","530.97","545.90","352.00","44,10,318","2,34,17,63,075.15","1,21,022"
"23-Feb-2024","EQ","535.00","541.25","533.30","531.05","534.40","536.15","536.40","545.90","352.00","99,30,497","5,32,67,58,973.40","1,51,667"
"22-Feb-2024","EQ","522.80","533.00","521.45","521.40","530.80","531.05","526.59","545.90","352.00","72,98,241","3,84,31,47,169.20","1,58,061"
"21-Feb-2024","EQ","535.90","536.30","519.50","531.95","521.00","521.40","526.81","545.90","352.00","65,57,787","3,45,47,23,748.55","1,37,819"
"20-Feb-2024","EQ","535.80","538.15","526.25","535.95","531.95","531.95","532.53","545.90","352.00","51,87,063","2,76,22,43,913.00","1,23,368"
"19-Feb-2024","EQ","545.90","545.90","531.35","543.00","536.00","535.95","537.98","545.90","352.00","93,01,379","5,00,39,65,091.35","1,52,421"
"16-Feb-2024","EQ","522.50","545.00","520.95","518.50","541.95","543.00","535.12","545.00","352.00","1,74,71,322","9,34,92,29,002.00","2,57,984"
