"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"20-Mar-2024","EQ","419.80","422.80","412.70","419.05","420.00","419.50","418.90","487.60","207.60","69,50,340","2,91,15,13,141.95","90,171"
"19-Mar-2024","EQ","417.00","424.60","414.00","421.85","418.80","419.05","419.01","487.60","207.60","83,73,676","3,50,86,92,924.55","96,776"
"18-Mar-2024","EQ","416.00","423.50","413.55","415.25","422.00","421.85","419.86","487.60","207.60","98,03,914","4,11,62,75,382.05","1,19,353"
"15-Mar-2024","EQ","427.70","428.05","401.20","427.70","415.50","415.25","411.91","487.60","207.60","2,54,35,001","10,47,70,21,846.30","2,31,324"
"14-Mar-2024","EQ","419.00","428.85","412.20","417.05","427.75","427.70","423.21","487.60","207.60","2,04,78,918","8,66,68,46,855.60","2,55,441"
"13-Mar-2024","EQ","449.30","449.90","410.00","449.30","417.85","417.05","425.85","487.60","207.60","1,78,03,423","7,58,15,33,018.10","2,30,916"
"12-Mar-2024","EQ","453.90","455.80","446.70","453.90","449.60","449.30","450.03","487.60","207.60","84,09,613","3,78,45,81,663.65","1,16,045"
"11-Mar-2024","EQ","461.00","462.85","452.40","458.60","452.50","453.90","458.30","487.60","207.60","78,24,738","3,58,60,56,755.40","1,20,998"
"07-Mar-2024","EQ","461.60","465.40","456.05","461.60","458.50","458.60","459.20","487.60","207.60","96,80,802","4,44,54,35,723.25","1,03,816"
"06-Mar-2024","EQ","462.45","464.95","444.55","460.65","461.00","461.60","456.50","487.60","207.60","1,40,61,966","6,41,92,97,535.25","1,50,912"
"05-Mar-2024","EQ","456.00","461.75","453.55","455.40","461.00","460.65","458.49","487.60","207.60","96,05,493","4,40,39,80,940.10","1,13,575"
"04-Mar-2024","EQ","451.85","458.00","448.05","448.50","455.20","455.40","454.07","487.60","207.60","1,19,77,226","5,43,84,71,512.75","1,88,729"
"02-Mar-2024","EQ","447.20","450.00","446.45","446.35","448.55","448.50","448.67","487.60","207.60","10,85,461","48,70,14,255.70","13,476"
"01-Mar-2024","EQ","438.00","448.80","438.00","436.70","447.65","446.35","443.87","487.60","207.60","84,11,615","3,73,36,43,239.60","1,22,796"
